1033,1559,873,1553,875,1533,1035,1536
792,1552,27,1535,29,1512,794,1528
323,1494,31,1488,33,1469,325,1475
762,1339,750,1336,753,1327,765,1331
888,1277,883,1273,890,1268,894,1272
939,1411,707,1394,721,1234,953,1251
763,1282,763,1273,782,1273,782,1282
203,1350,160,1150,358,1111,401,1311
237,768,140,764,142,745,239,748
143,725,143,702,282,702,282,725
954,684,142,679,144,655,956,660
391,636,93,633,95,614,393,616
369,583,369,554,711,554,711,583
478,480,476,460,666,456,668,476
88,477,88,458,323,458,323,477
365,395,87,389,89,364,368,370
696,326,693,307,928,302,930,321
92,311,92,291,579,291,579,311
743,258,647,255,649,235,745,238
90,234,88,218,265,214,267,232
480,169,478,153,628,148,630,166
65,171,63,152,343,149,345,169
1034,190,278,173,280,77,1037,94
