907,1479,265,1475,267,1457,909,1460
265,1451,263,1433,619,1432,621,1448
223,1427,223,1407,884,1407,884,1427
1058,1193,1000,1190,1002,1166,1060,1170
984,1178,984,1169,1004,1169,1004,1178
791,1207,788,1149,975,1138,978,1194
765,548,385,545,387,515,767,520
391,546,184,541,186,511,393,518
800,478,387,474,389,445,802,449
308,475,308,446,392,446,392,475
185,470,185,444,302,444,302,470
618,416,178,410,180,352,620,358
854,282,448,275,451,228,856,236
1033,98,894,93,896,79,1035,83
938,6,938,-1,989,-1,989,6
