432,945,86,938,88,912,434,919
977,952,798,940,801,905,979,917
722,920,722,904,746,904,746,920
1113,995,1093,889,1259,858,1280,961
88,875,86,849,288,845,290,874
261,793,261,772,450,772,450,793
1361,781,1361,772,1373,772,1373,781
1359,801,793,791,795,758,1361,768
1303,789,1303,782,1317,782,1317,789
86,771,84,735,367,726,369,762
246,590,243,418,597,413,601,585
1017,315,835,313,837,287,1019,290
231,314,231,288,256,288,256,314
98,308,98,285,117,285,117,308
1237,299,827,293,829,225,1239,233
483,234,483,201,672,201,672,234
1233,250,827,243,829,174,1235,179
498,165,272,163,275,130,501,134
1084,137,1056,130,1060,110,1087,120
1154,129,1154,100,1178,100,1178,129
1064,132,830,126,832,90,1066,96
