754,2158,754,2144,791,2144,791,2158
1260,2143,1258,2085,1403,2082,1405,2140
583,2115,579,2078,634,2072,638,2108
110,2091,108,2054,275,2052,277,2088
848,2151,848,2011,950,2011,950,2151
792,2176,625,2152,648,1983,816,2006
856,1995,854,1944,1242,1941,1244,1992
848,2193,323,2186,327,1893,853,1902
106,1983,104,1943,365,1940,367,1979
104,1815,104,1778,280,1778,280,1815
273,1815,271,1779,992,1769,994,1804
106,1649,104,1612,631,1605,633,1645
106,1349,104,1248,1503,1239,1505,1340
235,1315,218,1310,221,1298,239,1303
841,1306,841,1297,863,1297,863,1306
911,1308,911,1279,943,1279,943,1308
258,1322,258,1273,741,1273,741,1322
103,1210,103,1169,547,1169,547,1210
725,925,715,907,730,897,739,917
742,917,742,896,759,896,759,917
568,1090,564,847,1040,843,1043,1085
867,995,867,974,900,974,900,995
912,987,900,975,914,961,926,973
901,953,896,949,903,943,907,948
769,836,769,827,784,827,784,836
807,928,738,839,880,727,950,816
545,590,545,517,1059,517,1059,590
857,487,857,475,883,475,883,487
728,487,705,484,707,470,730,474
903,478,900,470,915,463,918,470
766,447,764,433,813,425,816,442
789,406,789,398,804,398,804,406
905,357,902,348,920,340,923,349
764,282,764,274,776,274,776,282
726,253,726,237,745,237,745,253
255,254,255,236,410,236,410,254
842,254,842,235,867,235,867,254
796,235,777,216,791,202,810,221
1255,218,1253,188,1390,186,1392,214
1210,219,1210,184,1253,184,1253,219
1169,218,1169,185,1208,185,1208,218
1389,220,1387,180,1470,176,1472,216
656,218,636,197,688,146,709,166
