301,770,301,760,327,760,327,770
137,770,137,760,208,760,208,770
225,771,225,758,292,758,292,771
228,751,226,738,299,737,301,746
137,751,135,738,207,737,209,746
46,739,46,730,92,730,92,739
139,730,137,720,208,717,210,727
227,732,225,719,299,715,301,729
137,711,135,698,213,697,216,707
227,712,225,699,320,695,323,708
229,685,227,675,312,671,314,684
139,684,139,674,207,674,207,684
139,665,139,655,205,655,205,665
229,665,227,655,288,651,290,664
228,646,228,633,303,633,303,646
138,643,138,633,204,633,204,643
45,635,45,625,92,625,92,635
227,626,227,614,313,614,313,626
139,624,139,615,205,615,205,624
228,604,228,595,290,595,290,604
139,604,139,595,206,595,206,604
228,584,228,575,301,575,301,584
139,584,139,575,205,575,205,584
630,565,517,562,519,550,632,553
520,547,520,537,641,537,641,547
519,533,519,521,678,521,678,533
520,515,520,506,629,506,629,515
421,500,421,490,504,490,504,500
33,500,33,490,123,490,123,500
514,501,514,488,728,488,728,501
137,501,137,487,235,487,235,501
519,485,519,472,745,472,745,485
519,469,519,457,653,457,653,469
518,454,518,441,654,441,654,454
518,437,518,424,949,424,949,437
516,413,516,400,530,400,530,413
425,413,425,400,501,400,501,413
138,413,138,400,281,400,281,413
39,413,39,400,100,400,100,413
518,381,518,372,584,372,584,381
138,380,138,371,203,371,203,380
33,380,33,371,103,371,103,380
425,382,425,370,498,370,498,382
517,353,517,341,564,341,564,353
425,353,425,341,498,341,498,353
138,353,138,341,184,341,184,353
33,353,33,341,105,341,105,353
138,327,138,314,305,314,305,327
32,318,32,305,105,305,105,318
330,310,330,298,426,298,426,310
139,285,139,273,396,273,396,285
22,283,22,274,113,274,113,283
22,255,22,242,114,242,114,255
138,255,138,241,302,241,302,255
138,223,138,214,302,214,302,223
22,223,22,214,114,214,114,223
236,197,236,189,258,189,258,197
138,198,138,186,209,186,209,198
22,191,22,178,115,178,115,191
234,183,234,170,355,170,355,183
518,147,518,138,544,138,544,147
439,147,439,138,488,138,488,147
141,149,141,137,163,137,163,149
45,147,45,138,93,138,93,147
647,148,647,136,688,136,688,148
518,102,518,93,585,93,585,102
439,102,439,93,486,93,486,102
139,102,139,93,203,93,203,102
44,104,44,92,93,92,93,104
861,78,738,75,740,60,863,63
492,58,492,49,503,49,503,58
517,59,517,47,557,47,557,59
439,57,439,48,492,48,492,57
139,57,139,48,188,48,188,57
40,57,40,48,97,48,97,57
45,19,45,10,92,10,92,19
138,20,138,8,229,8,229,20
