1409,2163,1260,2159,1262,2102,1411,2105
470,2085,456,2085,456,2077,470,2077
1226,2074,1204,2069,1211,2049,1234,2054
1454,2039,1454,2026,1471,2026,1471,2039
939,2038,939,2002,1134,2002,1134,2038
284,2033,284,1999,321,1999,321,2033
127,2031,127,1997,163,1997,163,2031
787,2080,787,1990,845,1990,845,2080
1447,1998,1447,1989,1461,1989,1461,1998
550,2022,530,2015,546,1968,567,1975
685,2113,562,2080,599,1931,727,1962
482,2095,409,2077,448,1936,517,1954
875,1907,875,1878,1117,1878,1117,1907
844,1910,833,1877,857,1870,868,1903
825,1915,317,1909,319,1870,827,1876
128,1910,128,1874,329,1874,329,1910
128,1682,126,1642,972,1638,974,1678
128,1489,126,1448,868,1441,870,1483
129,1316,127,1281,509,1277,511,1313
1519,1295,107,1289,109,1141,1521,1146
989,913,625,909,627,824,992,829
662,551,662,493,789,493,789,551
777,555,775,492,900,489,902,552
1003,547,1003,491,1076,491,1076,547
558,553,558,490,678,490,678,553
887,554,883,491,1016,482,1020,544
753,470,682,446,689,427,761,451
875,465,760,444,774,359,889,377
724,347,706,342,709,333,726,337
217,321,217,298,531,298,531,321
1193,380,1191,247,1400,244,1402,377
1437,296,1437,263,1479,263,1479,296
1125,298,1125,262,1170,262,1170,298
1168,299,1168,260,1205,260,1205,299
1421,301,1386,293,1396,248,1431,256
146,321,144,249,534,240,536,313
671,237,671,228,686,228,686,237
775,247,775,218,853,218,853,247
670,224,668,217,683,213,685,221
940,207,940,197,956,197,956,207
888,208,867,205,870,190,890,193
732,212,732,191,762,191,762,212
687,198,687,191,697,191,697,198
691,174,688,165,712,156,715,165
931,171,902,166,904,153,934,158
