341,898,102,885,104,852,343,865
770,882,770,853,905,853,905,882
1158,901,1013,894,1018,803,1162,809
106,829,106,803,250,803,250,829
1246,741,1246,734,1258,734,1258,741
1245,752,744,747,746,714,1247,718
104,728,104,704,124,704,124,728
124,728,124,697,398,697,398,728
351,489,348,448,445,441,447,483
104,327,104,305,118,305,118,327
224,327,224,301,249,301,249,327
558,269,446,256,450,226,561,239
568,263,561,220,608,213,615,256
782,236,782,215,975,215,975,236
467,207,257,196,259,154,469,164
1030,170,769,158,771,117,1032,129
1059,154,1059,129,1078,129,1078,154
398,41,396,34,414,31,416,38
859,38,859,30,884,30,884,38
