68,1050,68,1037,291,1037,291,1050
95,1007,95,993,706,993,706,1007
663,802,522,795,524,777,665,783
112,832,108,658,379,651,383,826
179,786,176,751,272,741,275,777
91,565,91,552,150,552,150,565
127,532,127,517,722,517,722,532
89,500,89,483,297,483,297,500
272,446,272,428,517,428,517,446
80,373,80,357,369,357,369,373
645,333,557,329,559,314,647,316
492,332,345,331,347,314,494,317
288,332,77,331,79,314,290,317
545,267,545,254,631,254,631,267
93,240,93,227,263,227,263,240
546,240,546,226,615,226,615,240
578,215,578,201,698,201,698,215
621,190,542,187,544,170,623,173
400,177,91,173,93,159,402,162
578,161,578,147,709,147,709,161
335,153,335,144,410,144,410,153
621,136,545,136,545,121,621,121
93,135,93,121,219,121,219,135
597,82,597,67,747,67,747,82
74,82,72,67,360,64,362,81
218,50,218,25,603,25,603,50
