145,1651,103,1648,105,1628,147,1631
1100,1608,144,1600,146,1574,1103,1582
959,1345,874,1341,876,1308,961,1312
820,1252,820,1228,903,1228,903,1252
967,1254,967,1223,1035,1223,1035,1254
585,1202,217,1196,219,1067,587,1073
239,879,143,876,145,850,241,853
1141,829,200,821,202,795,1143,803
498,769,142,765,144,739,500,743
816,691,431,688,434,655,818,658
610,572,126,564,128,533,612,541
1022,507,884,503,887,478,1024,482
553,507,551,477,781,474,783,504
459,502,130,499,132,473,461,477
865,362,862,336,971,332,974,361
445,357,150,355,153,332,447,336
918,340,918,290,1114,290,1114,340
984,280,863,276,866,246,986,250
694,254,152,249,154,225,696,230
919,240,917,210,1142,207,1144,236
533,217,533,203,653,203,653,217
865,193,865,168,988,168,988,193
157,185,157,165,353,165,353,185
1183,111,942,104,944,78,1185,82
576,105,121,102,123,73,578,76
958,56,352,51,354,9,960,14
