230,1203,230,1179,255,1179,255,1203
146,1201,146,1180,168,1180,168,1201
558,1207,556,1177,691,1173,693,1203
544,1226,316,1222,318,1158,546,1163
851,1061,585,1057,587,1036,853,1040
148,1057,146,1037,257,1034,259,1055
436,1063,252,1055,254,1029,438,1037
298,977,296,926,873,923,876,974
262,951,262,930,302,930,302,951
260,949,147,946,150,925,262,928
732,921,732,896,891,896,891,921
572,896,572,863,886,863,886,896
554,842,303,838,305,819,556,822
145,844,145,814,302,814,302,844
415,662,415,598,617,598,617,662
856,584,856,576,868,576,868,584
817,557,760,554,762,537,819,540
307,553,232,516,245,490,320,524
383,411,383,369,662,369,662,411
363,278,179,276,181,263,365,266
685,267,685,246,875,246,875,267
360,267,183,264,185,233,362,236
260,257,260,249,273,249,273,257
