572,781,572,769,657,769,657,781
532,781,128,778,130,766,534,769
130,754,130,745,192,745,192,754
514,647,514,638,602,638,602,647
287,704,206,692,224,553,307,565
179,371,179,359,234,359,234,371
180,348,180,336,259,336,259,348
180,326,180,313,620,313,620,326
305,301,151,299,153,286,307,289
302,270,302,256,488,256,488,270
362,216,362,204,468,204,468,216
278,216,146,213,148,201,280,203
283,168,146,165,148,153,285,155
478,133,478,121,607,121,607,133
329,124,146,121,148,109,331,111
455,96,455,84,507,84,507,96
148,81,148,69,249,69,249,81
443,47,358,46,360,34,445,38
133,47,133,35,291,35,291,47
529,29,258,26,260,7,531,10
