303,2066,303,1972,1237,1972,1237,2066
254,1977,252,1943,1189,1939,1191,1973
1294,1942,874,1621,1177,1228,1597,1549
1182,1662,1172,1653,1182,1643,1191,1653
1254,1633,1230,1626,1233,1614,1258,1621
1256,1677,1157,1659,1169,1597,1269,1612
1290,1608,1262,1594,1269,1579,1298,1594
1127,1604,1123,1588,1163,1578,1167,1595
1375,1635,1057,1599,1081,1391,1399,1428
1305,1530,1287,1530,1287,1521,1305,1521
1137,1529,1131,1524,1136,1520,1141,1525
1103,1437,1099,1433,1128,1413,1132,1417
1175,1395,1173,1386,1249,1379,1251,1388
1092,1093,1088,1089,1098,1085,1100,1088
1067,1092,1064,1088,1072,1084,1074,1088
1288,1108,1210,1061,1222,1043,1297,1091
503,736,501,696,1078,692,1080,731
458,735,240,730,242,691,460,696
490,646,398,643,400,607,492,610
506,643,506,607,1037,607,1037,643
398,647,239,640,241,598,400,605
791,559,241,555,243,518,793,519
581,384,581,331,1104,331,1104,384
1152,163,1152,143,1325,143,1325,163
