1118,3482,1118,3464,1149,3464,1149,3482
107,3296,101,3290,117,3268,129,3274
390,3223,386,3219,390,3213,395,3217
1811,2805,1698,2799,1701,2741,1816,2747
1860,2738,1860,2720,1903,2720,1903,2738
1638,2723,1619,2643,1662,2633,1681,2713
1756,2713,1723,2637,1789,2609,1823,2685
657,2656,657,2615,703,2615,703,2656
495,2653,495,2617,535,2617,535,2653
1355,2655,1352,2612,1561,2608,1564,2650
1192,2706,1192,2608,1250,2608,1250,2706
1210,2744,963,2729,973,2555,1221,2570
997,2761,784,2750,794,2551,1009,2563
1641,2601,1641,2577,1677,2577,1677,2601
1669,2589,1656,2555,1760,2513,1774,2548
799,2383,799,2349,1058,2349,1058,2383
493,2381,493,2345,699,2345,699,2381
1872,2384,1349,2378,1352,2338,1875,2342
784,2186,778,2035,1945,1998,1950,2149
1162,2092,1162,2079,1201,2079,1201,2092
1027,2110,1027,2073,1168,2073,1168,2110
495,2083,495,2047,706,2047,706,2083
1289,1908,782,1902,785,1806,1292,1814
755,1867,714,1848,733,1810,775,1830
715,1857,486,1852,489,1811,718,1814
1428,1633,988,1610,998,1405,1438,1429
1206,1399,1194,1388,1209,1373,1221,1385
952,1101,949,1028,1480,1018,1483,1091
1459,835,1453,829,1458,825,1464,831
1543,829,1543,793,1586,793,1586,829
509,824,509,794,542,794,542,824
1593,827,1593,786,1915,786,1915,827
530,870,530,767,925,767,925,870
605,841,605,828,635,828,635,841
