302,2209,302,2202,322,2202,322,2209
264,2212,158,2208,160,2193,266,2195
1362,2078,1358,2069,1389,2054,1392,2063
1237,2075,1207,2060,1210,2052,1241,2066
1370,2051,1200,2038,1204,1981,1374,1995
1207,1998,1172,1975,1186,1956,1219,1979
1386,2032,1346,2013,1387,1939,1424,1958
1172,1946,1168,1943,1173,1937,1177,1940
1169,1892,1169,1884,1184,1884,1184,1892
1448,1953,1154,1945,1157,1844,1451,1852
461,1881,459,1840,545,1837,547,1878
1185,1842,1183,1834,1197,1830,1199,1839
1165,1845,1158,1836,1191,1813,1198,1825
1328,1803,1312,1798,1315,1789,1331,1794
567,1799,554,1782,583,1766,592,1784
450,1847,392,1785,429,1751,487,1815
1182,1843,1152,1782,1272,1726,1302,1786
582,1754,456,1739,464,1665,591,1680
753,1460,749,1423,837,1412,840,1452
384,1148,237,1144,239,1114,386,1116
240,1084,238,1050,450,1047,452,1082
237,1017,234,983,1432,976,1434,1010
162,952,160,918,615,916,617,948
574,869,572,822,1080,820,1082,866
738,716,738,688,844,688,844,716
154,720,152,690,509,684,511,715
1014,713,886,711,888,685,1016,689
152,590,150,560,552,555,554,585
1051,485,1049,456,1401,449,1403,477
151,473,149,438,584,431,586,465
982,382,980,347,1126,345,1128,379
284,348,280,324,313,320,316,344
149,352,149,322,279,322,279,352
315,344,315,320,414,320,414,344
105,260,103,228,525,217,527,249
731,245,731,216,954,216,954,245
1253,201,1251,192,1295,186,1297,198
431,277,429,121,1562,110,1564,265
