875,1200,812,1190,815,1164,879,1171
717,1113,593,1112,595,1083,719,1087
563,1114,563,1087,584,1087,584,1114
193,1103,193,1078,218,1078,218,1103
96,1101,96,1077,121,1077,121,1101
369,1157,367,1060,541,1057,543,1152
357,1205,236,1147,297,1015,421,1072
707,1033,101,1023,103,994,709,1003
913,885,113,879,115,856,915,860
122,766,120,742,504,740,506,761
345,666,129,663,131,648,347,651
910,643,131,639,133,622,912,626
558,609,134,605,136,584,560,589
405,459,405,406,630,406,630,459
385,273,383,240,656,236,658,271
205,163,203,155,340,152,342,161
681,151,679,131,865,126,867,144
