611,3131,611,2997,2007,2997,2007,3131
529,3014,526,2957,1949,2935,1952,2993
1972,2639,1972,2626,2013,2626,2013,2639
2032,2642,2026,2625,2124,2596,2128,2613
1936,2637,1851,2607,1855,2594,1941,2620
1830,2584,1817,2572,1821,2567,1834,2580
2141,2600,2128,2587,2190,2534,2202,2547
1685,2481,1685,2470,1722,2470,1722,2481
2113,2520,2100,2461,2187,2440,2205,2494
2234,2460,2234,2440,2255,2440,2255,2460
2177,2433,2116,2428,2119,2410,2180,2413
2096,2467,1929,2450,1933,2401,2100,2418
2175,2345,2162,2318,2202,2297,2217,2327
2147,2748,1580,2592,1760,1974,2327,2130
2107,2133,2000,2109,2004,2089,2112,2110
1799,2193,1780,2158,1970,2069,1988,2105
957,2047,900,2010,926,1970,984,2007
1096,1954,1086,1937,1118,1918,1129,1931
907,1654,907,1648,918,1648,918,1654
2037,1694,1882,1649,1905,1578,2057,1622
844,1138,512,1132,515,1075,847,1079
912,1132,909,1076,2245,1071,2248,1127
901,1001,509,999,512,936,904,942
916,993,916,938,1642,938,1642,993
515,866,515,809,1346,809,1346,866
537,793,537,783,559,783,559,793
1027,614,1024,527,1802,521,1805,607
2138,272,1856,266,1859,240,2141,246
1991,236,1988,223,2101,217,2104,230
