1131,1716,1129,1665,1294,1660,1296,1711
482,1682,480,1657,614,1648,616,1673
889,1653,886,1620,1083,1617,1085,1648
508,1562,503,1550,512,1546,517,1557
758,1702,364,1673,378,1486,772,1515
883,1783,830,1438,1364,1356,1421,1699
1222,1626,1218,1621,1223,1616,1228,1620
1115,1614,1115,1594,1145,1594,1145,1614
1228,1579,1228,1548,1275,1548,1275,1579
1300,1576,1271,1562,1285,1534,1314,1546
1268,1537,1230,1518,1243,1495,1280,1513
562,1412,543,1405,546,1398,565,1405
249,1639,211,1411,787,1315,828,1542
595,1521,591,1517,596,1509,603,1516
515,1435,508,1427,516,1422,521,1426
1093,1376,258,1352,260,1289,1095,1311
993,1271,262,1264,264,1228,995,1235
996,1279,996,1212,1375,1212,1375,1279
1359,1199,260,1191,262,1144,1361,1152
1369,1117,261,1111,263,1062,1371,1068
1364,1023,262,1016,264,980,1366,987
1367,941,358,935,360,898,1369,905
1301,855,359,850,361,817,1303,822
1227,772,262,766,264,730,1229,736
1366,690,263,684,265,648,1368,656
1354,626,260,619,262,558,1356,565
338,549,335,480,1360,452,1362,522
589,312,589,272,969,272,969,312
1199,174,1199,166,1230,166,1230,174
