2044,3439,2044,3392,2389,3392,2389,3439
1858,3436,92,3427,95,3380,1861,3386
99,3326,99,3282,739,3282,739,3326
1819,3031,1816,2948,2036,2942,2039,3025
1832,2977,1745,2937,1772,2879,1858,2918
1965,2777,1962,2765,1981,2759,1985,2772
2167,2891,1908,2882,1914,2723,2172,2739
2032,2819,2015,2812,2020,2799,2038,2807
1685,2956,1668,2663,1984,2644,2001,2937
2105,2747,2074,2721,2095,2693,2131,2717
1756,2698,1756,2679,1786,2679,1786,2698
1769,2715,1759,2594,2080,2569,2091,2692
954,3012,561,2723,728,2495,1121,2784
542,1639,307,1635,310,1585,545,1590
310,1550,310,1480,655,1480,655,1550
2215,1439,307,1435,310,1376,2218,1382
801,1328,188,1322,191,1278,804,1281
843,1200,843,1129,1656,1129,1656,1200
1351,948,1351,907,1554,907,1554,948
1105,951,1105,907,1267,907,1267,951
176,953,174,900,791,891,794,944
767,739,169,733,172,686,770,692
2159,587,1608,584,1611,542,2162,546
1314,548,166,540,169,489,1317,496
1724,426,1501,422,1504,371,1726,374
459,352,459,317,600,317,600,352
377,358,171,352,174,309,380,314
1101,213,1101,162,1463,162,1463,213
777,209,108,206,111,156,780,162
1323,160,1323,154,1335,154,1335,160
729,152,729,138,750,138,750,152
1384,173,1380,138,1447,127,1452,162
1842,138,1842,111,1883,111,1883,138
2409,292,622,209,634,-23,2420,55
