1235,3260,1217,3232,1262,3204,1280,3232
1851,3261,1846,3173,2073,3163,2076,3251
1851,3188,1846,3176,1862,3170,1867,3182
681,3239,669,3157,782,3140,795,3222
636,3224,636,3159,684,3159,684,3224
1821,3165,1813,3165,1813,3160,1821,3160
125,3203,125,3144,374,3144,374,3203
627,3178,603,3154,622,3137,646,3160
1195,3033,1171,3010,1198,2979,1222,3002
1226,3306,52,3295,56,2910,1231,2922
1190,3315,1178,2923,1879,2904,1891,3296
2096,2950,2055,2912,2073,2893,2114,2931
1930,2864,1930,2850,1953,2850,1953,2864
1952,2828,1952,2823,1964,2823,1964,2828
1947,2828,1931,2828,1931,2817,1947,2817
116,2788,113,2729,380,2725,383,2783
369,2785,366,2728,1605,2720,1608,2777
111,2541,108,2482,1010,2465,1013,2523
114,2092,111,1934,2177,1906,2180,2064
539,2000,539,1988,557,1988,557,2000
579,2041,576,1971,1056,1965,1059,2032
886,1994,880,1981,903,1968,909,1987
1071,2036,1068,1963,1539,1958,1542,2031
107,1876,104,1816,767,1809,770,1867
1096,1445,925,1430,937,1301,1108,1318
1350,1452,1175,1437,1189,1285,1363,1300
1371,1125,1366,1114,1380,1109,1384,1119
1417,910,1417,813,1530,813,1530,910
773,922,770,810,1442,800,1445,911
1143,762,1143,749,1172,749,1172,762
1122,755,1117,743,1135,737,1140,748
1101,762,1010,758,1013,729,1104,733
1302,749,1296,736,1345,713,1351,724
1284,780,1123,746,1135,697,1295,730
989,735,989,716,1019,716,1019,735
992,718,980,707,997,691,1008,702
1196,698,1116,694,1119,670,1199,672
1302,673,1289,650,1338,621,1351,641
965,610,962,597,1000,591,1003,604
1025,600,1010,600,1010,590,1025,590
1198,585,1195,580,1208,572,1211,583
949,559,946,547,974,543,977,555
938,521,938,515,950,515,950,521
1356,523,1356,512,1375,512,1375,523
1166,457,1163,436,1201,433,1204,452
1134,455,1101,455,1101,436,1134,436
1363,435,1354,423,1381,406,1392,419
961,432,937,432,937,413,961,413
1344,423,1344,410,1371,410,1371,423
320,438,320,404,560,404,560,438
1040,409,1040,382,1082,382,1082,409
1232,412,1217,382,1250,366,1263,394
950,391,950,381,973,381,973,391
910,407,906,374,947,369,952,403
1333,431,1314,363,1389,341,1408,409
977,374,931,368,934,355,980,360
1149,363,1143,358,1147,355,1153,360
922,356,919,343,983,336,986,353
1311,352,1308,339,1351,334,1354,347
1304,334,1304,328,1320,328,1320,334
1335,331,1335,325,1350,325,1350,331
1006,340,924,333,927,320,1008,327
1821,382,1818,324,2146,305,2149,365
1696,381,1685,321,1822,301,1833,360
1347,317,1347,306,1368,306,1368,317
1251,260,1245,255,1245,251,1254,255
1163,260,1163,248,1189,248,1189,260
1098,261,1095,248,1132,245,1135,257
99,23,90,23,90,18,99,18
