898,1635,898,1455,1089,1455,1089,1635
281,1510,270,1490,287,1482,297,1502
164,1498,161,1478,184,1475,186,1495
1084,1489,1084,1479,1104,1479,1104,1489
211,1500,211,1474,245,1474,245,1500
100,1500,100,1474,130,1474,130,1500
707,1501,705,1471,853,1467,855,1497
689,1518,637,1502,652,1455,705,1469
325,1546,325,1433,670,1433,670,1546
1086,1461,1070,1452,1074,1443,1090,1453
910,1464,905,1452,931,1441,935,1454
944,1444,941,1436,960,1429,963,1437
1050,1433,1032,1429,1035,1416,1053,1424
314,1304,314,1279,500,1279,500,1304
100,1302,100,1276,244,1276,244,1302
1071,1304,854,1301,856,1272,1073,1274
853,1303,702,1301,704,1271,855,1274
314,1155,312,1130,981,1126,983,1151
97,1155,97,1126,250,1126,250,1155
838,1031,798,1010,812,985,852,1006
313,1005,311,980,608,977,610,1002
91,1008,91,962,308,962,308,1008
841,977,820,929,891,899,912,947
564,742,564,696,647,696,647,742
211,501,125,488,128,464,215,477
344,450,344,443,357,443,357,450
75,457,75,433,179,433,179,457
179,456,177,432,291,429,293,452
1033,441,1033,417,1085,417,1085,441
818,394,818,377,839,377,839,394
795,421,409,418,412,369,797,372
841,390,841,372,867,372,867,390
912,392,910,359,1107,356,1109,387
660,352,658,343,679,340,681,349
835,221,835,192,870,192,870,221
1100,225,856,221,858,180,1103,185
96,249,96,174,399,174,399,249
258,216,222,203,226,189,263,201
