196,515,167,510,169,491,198,495
162,495,139,495,139,482,162,482
447,493,447,478,524,478,524,493
128,494,31,489,33,471,130,477
597,504,597,454,680,454,680,504
108,426,108,417,261,417,261,426
748,423,445,413,447,393,750,403
184,418,31,411,33,393,186,401
117,249,117,201,256,201,256,249
101,150,101,138,110,138,110,150
44,150,35,150,35,137,44,137
344,108,252,108,252,88,344,88
445,95,445,85,481,85,481,95
443,84,443,74,719,74,719,84
118,69,118,49,261,49,261,69
450,57,450,42,663,42,663,57
