2398,3429,2045,3428,2048,3381,2401,3385
1861,3429,106,3414,109,3365,1864,3382
651,3315,120,3312,123,3266,654,3271
2376,3252,2355,3248,2358,3236,2379,3239
1832,3033,1829,2952,2058,2947,2061,3029
1816,2960,1816,2937,1843,2937,1843,2960
1762,2944,1762,2909,1816,2909,1816,2944
2045,2811,2045,2778,2114,2778,2114,2811
2063,2779,2055,2772,2060,2768,2067,2775
1716,2920,1704,2744,2189,2711,2201,2886
1826,2855,1820,2849,1828,2842,1834,2848
1811,2817,1811,2807,1823,2807,1823,2817
1777,2781,1777,2768,1790,2768,1790,2781
2142,2822,2099,2798,2127,2753,2171,2776
1990,2797,1971,2791,1983,2759,2002,2765
2037,2790,2008,2762,2029,2743,2057,2769
928,2769,460,2765,463,2722,931,2727
1801,2657,1796,2652,1801,2646,1805,2651
1754,2782,1719,2607,2084,2543,2114,2718
1271,2592,1268,2572,1316,2566,1319,2587
1367,2584,1343,2575,1348,2563,1370,2571
1334,2556,1318,2556,1318,2550,1334,2550
784,2404,784,2385,844,2385,844,2404
961,2230,961,2219,1009,2219,1009,2230
579,2027,579,2007,621,2007,621,2027
559,1635,325,1627,328,1584,562,1588
328,1535,328,1477,665,1477,665,1535
2239,1438,323,1424,326,1372,2242,1385
922,1325,201,1321,204,1268,925,1274
1674,1201,857,1192,860,1119,1677,1128
1369,946,1369,909,1569,909,1569,946
1122,951,1122,902,1286,902,1286,951
189,947,189,897,784,897,784,947
826,738,183,735,186,686,829,692
2181,589,1628,582,1631,540,2184,547
1202,547,183,540,186,490,1205,497
1748,430,1519,424,1522,375,1751,381
475,353,475,319,610,319,610,353
391,359,182,353,185,310,394,315
1118,214,1118,163,1473,163,1473,214
794,210,118,205,121,159,797,163
1379,163,1379,157,1402,157,1402,163
1315,166,1315,154,1355,154,1355,166
2427,290,638,205,650,-26,2439,54
