28,1149,26,1129,600,1123,602,1142
659,1141,657,1127,769,1120,771,1135
160,1113,27,1110,29,1095,162,1098
604,1012,604,980,662,980,662,1012
572,958,570,929,694,925,696,951
119,943,117,900,323,892,325,935
181,548,105,548,105,534,181,534
105,516,105,499,215,499,215,516
103,479,103,465,715,465,715,479
120,448,61,444,63,427,122,431
276,401,276,381,534,381,534,401
360,325,358,308,502,305,504,319
249,324,55,319,57,305,251,307
102,250,56,250,56,236,102,236
526,202,526,186,702,186,702,202
329,189,53,185,55,168,331,170
491,148,491,131,563,131,563,148
297,133,297,125,348,125,348,133
56,125,56,111,196,111,196,125
359,77,359,63,475,63,475,77
36,78,36,63,258,63,258,78
555,76,537,73,539,60,557,63
753,87,681,81,684,56,755,62
578,73,576,60,598,57,600,71
594,57,213,53,215,21,596,26
