50,580,50,567,106,567,106,580
172,595,172,552,306,552,306,595
55,544,52,530,392,525,394,540
59,491,57,479,337,476,339,489
310,444,63,439,65,427,312,431
501,393,499,379,538,375,541,388
32,372,7,369,10,357,34,360
493,352,493,343,506,343,506,352
79,351,77,336,409,333,411,350
491,336,491,328,504,328,504,336
498,323,498,318,506,318,506,323
196,328,78,325,81,315,199,318
484,263,484,256,493,256,493,263
299,261,222,258,225,232,301,234
327,170,200,165,202,148,329,150
166,85,119,81,121,74,168,77
355,80,355,71,429,71,429,80
