17,612,14,603,124,599,127,609
34,583,31,573,380,566,382,576
280,458,280,448,351,448,351,458
191,446,66,443,69,389,194,391
38,329,38,320,73,320,73,329
55,309,53,299,387,296,389,306
37,291,35,282,163,279,165,289
136,261,136,248,274,248,274,261
28,219,28,210,206,210,206,219
28,194,28,185,147,185,147,194
178,194,178,185,262,185,262,194
294,193,294,184,347,184,347,193
288,157,288,148,381,148,381,157
37,144,37,135,146,135,146,144
289,142,289,133,330,133,330,142
305,127,305,118,376,118,376,127
288,113,288,103,334,103,334,113
36,107,34,97,189,95,191,104
306,96,306,88,383,88,383,96
169,94,169,85,214,85,214,94
35,83,35,76,110,76,110,83
287,82,287,72,334,72,334,82
24,55,22,42,191,38,194,51
321,49,319,41,405,38,407,47
105,32,103,18,321,14,323,29
