459,792,459,783,539,783,539,792
417,794,18,790,21,781,420,782
19,769,19,760,165,760,165,769
396,661,396,649,488,649,488,661
121,645,121,629,176,629,176,645
66,382,66,370,122,370,122,382
68,356,68,347,144,347,144,356
66,333,66,321,499,321,499,333
40,309,40,297,204,297,204,309
190,277,190,263,371,263,371,277
245,222,245,210,351,210,351,222
34,222,34,210,170,210,170,222
34,173,34,161,180,161,180,173
362,138,360,129,485,125,487,137
34,130,34,118,226,118,226,130
339,101,339,89,390,89,390,101
35,85,35,76,132,76,132,85
246,50,246,41,330,41,330,50
21,50,21,41,174,41,174,50
145,32,143,14,410,11,412,30
