1448,2157,1306,2145,1309,2087,1452,2095
1313,2111,1297,2097,1309,2085,1324,2096
1268,2095,1268,2070,1314,2070,1314,2095
1280,2080,1240,2063,1254,2028,1296,2044
800,2048,753,2023,786,1962,833,1988
331,2004,331,1969,372,1969,372,2004
175,2004,175,1969,217,1969,217,2004
1532,2045,1469,2033,1485,1957,1547,1969
1492,2006,1490,1994,1507,1991,1509,2003
987,2005,985,1968,1179,1965,1182,2001
959,2010,925,2006,934,1957,969,1964
657,2044,585,2037,595,1931,668,1939
659,2048,646,1933,770,1920,782,2035
1281,1995,1240,1988,1249,1932,1290,1941
926,2077,799,2040,841,1903,965,1939
530,2092,434,1974,556,1873,652,1991
1291,1935,1289,1926,1315,1920,1317,1928
1512,1978,1367,1893,1398,1840,1542,1925
464,1742,464,1713,710,1713,710,1742
370,1742,175,1739,177,1703,372,1705
987,1740,987,1704,1189,1704,1189,1740
1188,1746,1186,1699,1477,1695,1479,1742
466,1546,464,1512,1036,1509,1039,1544
379,1543,176,1539,178,1502,381,1503
467,1345,465,1314,853,1309,855,1339
387,1347,173,1342,175,1301,389,1305
668,981,665,914,1082,889,1085,957
1039,553,1039,496,1112,496,1112,553
598,561,598,492,1055,492,1055,561
963,466,921,464,923,450,965,453
784,474,725,450,732,431,791,454
268,326,268,319,286,319,286,326
1269,306,1269,280,1423,280,1423,306
1170,310,1170,277,1208,277,1208,310
1222,308,1222,277,1246,277,1246,308
1521,311,1421,307,1423,265,1523,266
585,346,183,341,185,252,587,256
924,217,915,208,925,198,934,206
