1895,3239,1891,3150,2110,3137,2116,3225
161,3164,158,3106,408,3103,411,3160
738,3129,725,3101,748,3091,761,3117
566,2993,566,2957,608,2957,608,2993
539,3283,535,2889,1267,2881,1272,3275
1263,3295,1222,2899,1914,2836,1955,3232
1805,2977,1795,2967,1805,2957,1816,2967
545,2998,154,2995,157,2937,548,2941
1998,2835,1979,2831,1982,2819,2001,2824
1997,2811,1997,2801,2007,2801,2007,2811
139,2811,139,2670,1558,2670,1558,2811
1417,2758,1413,2753,1417,2749,1422,2753
970,2763,970,2746,997,2746,997,2763
1357,2763,1357,2745,1394,2745,1394,2763
1266,2766,1266,2741,1308,2741,1308,2766
726,2773,702,2751,733,2720,757,2743
744,2773,744,2716,974,2716,974,2773
1351,2738,1341,2728,1347,2718,1357,2728
1019,2493,1019,2487,1036,2487,1036,2493
1232,2561,135,2557,138,2420,1235,2424
551,2511,551,2498,580,2498,580,2511
600,2513,600,2496,629,2496,629,2513
979,2511,908,2506,911,2478,982,2484
547,2491,542,2487,547,2483,551,2487
560,2488,560,2477,580,2477,580,2488
675,2520,669,2477,735,2464,741,2507
607,2491,604,2473,645,2466,648,2486
717,2526,714,2463,922,2457,924,2516
405,2435,405,2424,448,2424,448,2435
158,2045,155,1888,2254,1874,2257,2029
433,2006,429,1994,439,1990,445,2002
1572,1983,1567,1954,1636,1947,1641,1976
150,1838,147,1775,770,1768,773,1827
942,1429,930,1429,930,1424,942,1424
948,1387,948,1374,966,1374,966,1387
860,1538,860,1222,1573,1222,1573,1538
1167,1284,1145,1277,1150,1264,1172,1271
927,1284,927,1267,951,1267,951,1284
817,883,814,789,991,783,995,877
970,889,967,777,1582,767,1585,882
1252,730,1250,720,1269,716,1272,726
1058,728,1058,710,1095,710,1095,728
1177,721,1151,716,1154,703,1180,708
1035,711,1019,711,1019,701,1035,701
1289,740,1279,713,1377,680,1388,708
1388,693,1383,693,1383,688,1388,688
1300,690,1297,678,1317,673,1320,683
1011,675,1007,665,1017,660,1022,671
1345,571,1345,561,1360,561,1360,571
1358,564,1358,552,1395,552,1395,564
1150,557,1120,554,1123,542,1152,547
1036,558,1036,545,1067,545,1067,558
1242,557,1220,551,1223,541,1245,545
992,521,992,515,1005,515,1005,521
1169,422,1136,422,1136,403,1169,403
1208,419,1208,402,1239,402,1239,419
1095,372,1095,366,1105,366,1105,372
364,396,361,362,605,356,608,392
1266,368,1263,355,1292,350,1295,363
1082,369,1079,350,1108,346,1111,365
1367,355,1367,343,1394,343,1394,355
1163,350,1160,339,1176,335,1179,345
1026,320,1014,316,1017,310,1029,315
1386,342,1373,323,1407,300,1420,320
1351,320,1348,309,1380,303,1383,313
1827,322,1827,295,1851,295,1851,322
1874,329,1874,286,2079,286,2079,329
1749,332,1749,283,1797,283,1797,332
998,302,970,297,973,286,1001,290
1330,309,1327,292,1408,282,1411,299
2072,332,2067,273,2195,266,2200,325
1320,287,1317,276,1354,272,1357,283
1395,286,1377,269,1388,263,1401,276
1314,273,1302,267,1307,262,1319,267
1076,237,1061,237,1061,227,1076,227
