685,976,584,976,584,962,685,962
531,975,24,969,26,956,533,960
25,943,25,930,239,930,239,943
505,812,505,799,621,799,621,812
134,821,131,773,261,760,268,809
88,464,88,450,158,450,158,464
185,434,87,431,89,418,187,421
637,407,87,403,89,389,639,393
455,380,53,377,55,348,457,351
243,338,243,319,475,319,475,338
318,269,318,255,448,255,448,269
48,268,48,253,214,253,214,268
52,208,52,194,191,194,191,208
620,167,461,164,463,149,622,152
311,154,51,150,53,136,313,139
433,119,433,106,498,106,498,119
51,99,51,87,175,87,175,99
317,59,317,46,421,46,421,59
33,56,33,42,226,42,226,56
526,37,188,34,190,9,528,13
