1199,3242,1199,3232,1281,3232,1281,3242
1177,3055,1129,3032,1174,2948,1222,2975
1465,3077,1199,3052,1211,2923,1476,2948
895,2954,895,2931,929,2931,929,2954
250,2972,250,2922,472,2922,472,2972
1126,3046,949,2972,1003,2849,1178,2919
666,3040,648,2900,888,2871,907,3011
2003,2815,1937,2811,1940,2774,2006,2779
1654,2963,204,2941,208,2736,1658,2758
1731,2688,1725,2682,1739,2669,1745,2675
1751,2668,1748,2663,1763,2653,1766,2658
1560,3150,1560,2536,2199,2536,2199,3150
1778,3011,1775,2906,2003,2900,2006,3005
1906,2921,1906,2893,1941,2893,1941,2921
1821,2940,1821,2862,1879,2862,1879,2940
1779,2973,1699,2890,1751,2840,1831,2926
1721,2687,226,2655,229,2527,1724,2560
614,2630,614,2580,855,2580,855,2630
874,2435,229,2427,232,2313,877,2321
229,2266,219,1991,2140,1917,2152,2191
1052,2139,1052,2129,1070,2129,1070,2139
369,2181,366,2111,1038,2096,1041,2167
1985,2117,1964,2096,1985,2074,2006,2095
1299,2099,1299,2076,1327,2076,1327,2099
1943,2086,1930,2073,1941,2061,1955,2074
1962,2127,1329,2111,1332,2036,1965,2053
1254,2120,420,2112,423,2045,1257,2050
2028,2022,2028,2012,2038,2012,2038,2022
1611,1893,1611,1876,1636,1876,1636,1893
2128,2063,229,2058,232,1819,2131,1823
1122,1996,1116,1990,1122,1984,1128,1990
1357,1998,846,1994,849,1937,1360,1942
338,2010,335,1934,868,1925,871,2001
2104,1921,1655,1912,1658,1848,2107,1857
1432,1904,1432,1857,1621,1857,1621,1904
245,1792,245,1734,813,1734,813,1792
1406,1559,1403,1538,1481,1534,1484,1554
1189,1478,1189,1467,1210,1467,1210,1478
1380,1471,1380,1459,1400,1459,1400,1471
1381,1468,1275,1458,1281,1399,1387,1410
970,1281,967,1271,995,1265,998,1277
879,1548,845,1224,1220,1186,1254,1510
1086,1423,1026,1410,1046,1323,1105,1337
1253,1347,1241,1250,1448,1230,1459,1323
1730,1063,1730,1050,1749,1050,1749,1063
855,965,852,872,1542,866,1545,957
676,489,676,483,688,483,688,489
1681,467,1681,414,2083,414,2083,467
853,528,245,518,248,378,856,388
