377,710,377,697,404,697,404,710
87,697,87,684,170,684,170,697
246,730,239,663,325,653,332,719
377,672,377,657,633,657,633,672
228,611,228,598,285,598,285,611
87,611,87,598,142,598,142,611
88,571,88,558,157,558,157,571
227,571,227,557,409,557,409,571
603,529,603,519,671,519,671,529
360,531,360,518,444,518,444,531
87,531,87,518,170,518,170,531
601,490,601,477,657,477,657,490
87,490,87,477,156,477,156,490
227,490,227,475,456,475,456,490
734,448,734,439,753,439,753,448
457,452,450,444,458,435,465,443
475,449,475,436,657,436,657,449
228,449,228,436,451,436,451,449
87,449,87,436,170,436,170,449
948,418,948,398,967,398,967,418
721,409,721,396,739,396,739,409
602,409,602,396,687,396,687,409
87,407,87,397,169,397,169,407
477,408,477,395,503,395,503,408
359,408,359,395,445,395,445,408
228,408,228,395,252,395,252,408
88,369,88,356,207,356,207,369
87,328,87,314,472,314,472,328
87,287,87,274,207,274,207,287
87,247,87,233,409,233,409,247
725,206,725,193,740,193,740,206
476,206,476,193,656,193,656,206
360,206,360,193,416,193,416,206
228,206,228,193,283,193,283,206
87,206,87,193,163,193,163,206
270,141,270,131,311,131,311,141
539,143,399,140,401,126,541,129
102,110,100,96,220,94,222,107
104,91,102,77,184,74,186,88
394,57,394,43,826,43,826,57
270,56,270,43,332,43,332,56
