2046,3420,2046,3374,2398,3374,2398,3420
1858,3414,108,3400,111,3356,1861,3371
928,3308,113,3306,116,3249,931,3255
2059,3023,1828,3014,1833,2925,2062,2934
1940,2947,1940,2937,1975,2937,1975,2947
1754,2892,1749,2857,1800,2851,1805,2886
2161,2972,1676,2868,1720,2670,2204,2774
1803,2806,1803,2795,1822,2795,1822,2806
1773,2715,1773,2684,1802,2684,1802,2715
1027,2784,460,2755,471,2578,1037,2607
2062,2679,1985,2636,2009,2590,2089,2635
642,1702,620,1696,624,1684,645,1689
560,1627,326,1623,329,1573,563,1578
669,1527,326,1522,329,1465,672,1468
2238,1427,326,1419,329,1366,2241,1375
869,1318,207,1311,210,1259,871,1265
869,1185,869,1118,1678,1118,1678,1185
1368,940,1365,899,1566,897,1569,934
1129,944,1129,897,1295,897,1295,944
815,941,190,937,193,890,818,892
190,728,190,684,785,684,785,728
2186,581,1630,576,1633,534,2189,537
187,540,187,490,1135,490,1135,540
1755,421,1523,417,1526,366,1758,370
624,351,481,346,484,305,627,310
396,354,189,351,192,305,399,310
1128,208,1128,157,1480,157,1480,208
801,207,128,204,131,154,804,160
1460,160,1420,154,1424,128,1465,132
1890,134,1860,118,1870,99,1900,113
2437,271,646,224,651,-7,2443,37
1767,153,1767,141,1784,141,1784,153
