2644,3769,2628,3749,2749,3652,2764,3674
2618,3818,2185,3652,2261,3464,2694,3627
1190,3548,1173,3489,1216,3477,1231,3536
448,3514,448,3455,513,3455,513,3514
709,3509,709,3450,774,3450,774,3509
1498,3554,1438,3516,1493,3433,1553,3472
1742,3472,1742,3423,1774,3423,1774,3472
2197,3467,2190,3415,2221,3410,2228,3464
1828,3474,1824,3405,2163,3400,2166,3469
2457,3543,2434,3400,2566,3380,2589,3522
1204,3452,1199,3400,1240,3396,1245,3449
1268,3588,1213,3373,1432,3319,1487,3534
1584,3603,1475,3381,1644,3304,1752,3526
960,3596,960,3316,1192,3316,1192,3596
2812,3729,2118,3573,2242,3050,2936,3205
2675,3210,2625,3186,2630,3173,2680,3197
439,3062,436,2995,766,2982,769,3049
926,3047,922,2993,1333,2978,1336,3032
1812,3010,1809,2950,2133,2936,2137,3002
2225,3003,2221,2950,2639,2938,2642,2992
2231,2936,2228,2921,2292,2916,2295,2931
2178,2886,2060,2805,2103,2745,2221,2820
432,2723,429,2654,774,2642,778,2709
922,2711,919,2651,1805,2614,1809,2674
1407,2420,1400,2405,1436,2388,1443,2404
1668,2436,1565,2392,1572,2370,1675,2415
427,2394,420,2326,573,2311,580,2378
560,2383,560,2310,785,2310,785,2383
917,2375,914,2316,1625,2284,1628,2343
1683,1871,1683,1841,1723,1841,1723,1871
1439,1884,1341,1874,1348,1807,1446,1817
1371,1725,1359,1575,1726,1552,1738,1701
1513,1552,1510,1522,1623,1512,1623,1542
1561,1513,1561,1500,1587,1500,1587,1513
1489,1503,1486,1491,1536,1478,1539,1491
1103,1065,1099,969,1390,955,1393,1051
1384,1053,1371,957,1474,942,1489,1036
1465,1061,1451,947,1647,927,1659,1041
1637,1039,1633,929,1938,917,1943,1029
1833,979,1819,966,1836,950,1850,964
1386,907,1340,895,1345,875,1391,892
907,697,903,682,1013,677,1017,692
400,740,395,601,1049,581,1054,719
580,705,580,683,627,683,627,705
623,703,623,677,695,677,695,703
688,700,688,661,852,661,852,700
2118,599,2118,567,2140,567,2140,599
2015,618,2015,562,2070,562,2070,618
2185,604,2182,557,2422,544,2426,591
1463,547,1463,534,1484,534,1484,547
2621,525,2597,525,2597,520,2621,520
2584,522,2584,500,2627,500,2627,522
2587,604,2427,512,2470,438,2635,530
2487,492,2429,488,2434,406,2493,409
2412,394,2396,245,2661,216,2682,366
2663,179,2608,173,2611,152,2666,164
