1526,1665,1526,1610,1777,1610,1777,1665
1994,1690,1989,1547,2099,1543,2105,1686
2239,1714,2166,1586,2265,1528,2337,1655
876,1509,191,1481,194,1426,878,1454
2341,1365,2337,1361,2342,1357,2345,1360
2337,1387,1812,1383,1814,1336,2340,1339
1525,1380,1525,1327,1761,1327,1761,1380
1797,1396,1746,1369,1775,1308,1826,1335
2388,1510,2318,1334,2526,1247,2596,1424
2017,1317,2017,1308,2038,1308,2038,1317
873,1255,402,1237,405,1185,875,1204
302,1235,302,1189,348,1189,348,1235
388,1233,359,1230,364,1186,392,1189
194,1228,194,1187,227,1187,227,1228
276,1231,236,1228,240,1173,279,1175
792,890,612,867,632,691,812,714
217,518,217,483,239,483,239,518
434,512,434,474,461,474,461,512
865,352,865,315,883,315,883,352
974,384,966,326,1198,292,1206,349
2452,371,1533,366,1535,236,2455,242
1798,340,1798,330,1822,330,1822,340
1763,339,1763,325,1791,325,1791,339
1979,317,1974,313,1980,306,1984,310
2099,300,2096,292,2111,287,2114,295
2332,296,2317,291,2320,282,2334,287
2298,295,2298,285,2315,285,2315,295
2070,300,2068,284,2095,281,2097,296
2126,340,1948,332,1952,266,2130,276
1762,303,1601,294,1603,265,1764,271
1940,292,1930,281,1946,265,1956,276
494,247,491,187,928,173,930,233
2069,204,2059,182,2075,174,2085,196
2035,189,2031,184,2037,179,2042,183
2178,191,2178,159,2200,159,2200,191
1980,194,1976,157,1998,154,2001,191
1869,199,1537,196,1540,148,1871,152
412,121,121,113,124,53,415,61
626,60,621,33,707,18,710,46
1965,38,1965,30,1979,30,1979,38
1542,34,1542,26,1564,26,1564,34
