1431,2099,1431,2079,1475,2079,1475,2099
1398,2081,1348,2031,1371,2008,1422,2057
392,2027,392,1992,435,1992,435,2027
1052,2029,1050,1992,1246,1989,1248,2026
239,2027,239,1991,278,1991,278,2027
898,2081,887,1984,952,1977,962,2077
853,2083,784,2069,807,1960,877,1974
1537,1999,1523,1982,1527,1979,1541,1995
916,1982,913,1974,926,1969,929,1976
1479,1991,1479,1968,1510,1968,1510,1991
810,2096,685,2094,686,1939,814,1941
687,2141,497,2100,541,1903,730,1944
1676,2253,1219,2249,1223,1802,1680,1806
1359,1885,1355,1872,1424,1845,1428,1861
1297,1766,1297,1736,1543,1736,1543,1766
776,1764,529,1761,531,1732,778,1734
1050,1766,1050,1727,1251,1727,1251,1766
240,1764,240,1728,437,1728,437,1764
1306,1766,1259,1762,1262,1726,1308,1727
1160,1483,536,1480,538,1446,1162,1448
242,1477,242,1440,444,1440,444,1477
864,1258,855,1238,876,1229,884,1250
854,1263,534,1259,536,1222,856,1223
239,1258,239,1216,455,1216,455,1258
1055,877,803,872,805,816,1057,821
662,545,660,473,1177,470,1179,542
995,336,814,336,814,318,995,318
936,315,867,311,869,299,938,302
572,294,572,285,636,285,636,294
886,288,886,279,930,279,930,288
1242,277,1242,242,1288,242,1288,277
1546,277,1546,241,1593,241,1593,277
1505,274,1505,238,1543,238,1543,274
1291,277,1289,230,1496,227,1498,273
253,311,253,217,658,217,658,311
521,288,521,281,533,281,533,288
373,287,373,280,390,280,390,287
397,289,397,264,504,264,504,289
885,230,885,217,919,217,919,230
927,231,927,215,961,215,961,231
846,128,843,119,872,109,875,117
