690,978,589,976,591,962,692,965
33,977,33,964,538,964,538,977
32,949,32,937,243,937,243,949
510,814,510,801,627,801,627,814
140,819,137,777,260,768,263,811
91,470,91,456,161,456,161,470
92,439,92,426,189,426,189,439
93,409,93,394,642,394,642,409
446,378,440,372,445,368,450,374
60,383,60,357,445,357,445,383
245,342,245,325,477,325,477,342
319,273,319,260,450,260,450,273
51,273,51,260,216,260,216,273
56,213,56,199,192,199,192,213
623,170,463,167,465,153,625,155
312,158,54,155,56,142,314,144
434,123,434,109,499,109,499,123
51,106,51,92,175,92,175,106
315,63,315,50,420,50,420,63
33,62,33,49,227,49,227,62
190,40,190,16,528,16,528,40
