11,1173,9,1156,224,1134,226,1151
-3,1213,-5,1188,574,1123,577,1148
626,1142,624,1128,724,1119,726,1132
551,971,549,956,663,948,665,962
123,1049,78,941,246,874,289,980
159,581,78,578,80,563,161,566
194,550,77,545,79,526,197,533
671,533,77,509,79,490,673,513
227,480,37,471,39,454,230,461
508,452,258,438,261,414,510,431
481,374,341,364,344,346,483,355
234,355,28,338,30,319,236,336
199,282,33,265,35,249,201,265
654,274,497,258,499,243,656,259
532,213,465,206,467,189,534,196
312,230,30,198,34,181,314,213
178,155,26,134,29,117,181,138
454,135,341,124,344,109,457,120
239,113,8,81,10,64,241,96
567,125,196,83,199,53,571,94
