61,1740,59,1719,940,1705,942,1726
1035,1725,1033,1705,1207,1701,1209,1720
59,1691,57,1667,472,1658,474,1682
932,1525,932,1484,1037,1484,1037,1525
888,1452,884,1415,1096,1398,1099,1435
200,1461,192,1337,501,1319,508,1443
152,840,152,817,271,817,271,840
150,790,150,761,323,761,323,790
148,738,146,709,1111,691,1113,720
91,684,89,659,366,653,368,678
417,613,415,577,822,569,824,605
77,496,75,471,372,464,374,488
546,488,544,464,631,461,633,485
631,486,629,460,769,455,771,479
76,390,74,367,319,359,321,383
799,298,796,275,1073,267,1075,291
73,292,71,267,495,258,497,283
742,218,742,192,855,192,855,218
71,198,69,174,285,168,288,192
37,123,35,98,374,92,377,115
537,114,535,89,714,84,716,109
1189,131,299,111,301,3,1192,22
