487,793,487,781,566,781,566,793
445,794,44,791,46,777,447,781
193,771,44,768,46,756,195,759
427,666,427,653,523,653,523,666
125,700,122,584,226,582,229,697
92,386,92,374,150,374,150,386
92,362,92,350,174,350,174,362
538,339,90,337,92,323,540,326
258,314,61,311,63,298,260,301
219,282,219,268,408,268,408,282
279,225,279,213,387,213,387,225
58,225,58,212,200,212,200,225
57,175,57,163,236,163,236,175
400,138,400,129,529,129,529,138
328,130,55,127,57,114,330,117
373,102,373,90,429,90,429,102
232,90,232,83,273,83,273,90
56,84,56,72,162,72,162,84
277,50,277,38,368,38,368,50
202,48,38,45,40,32,205,34
452,34,169,27,172,3,454,11
