342,592,342,583,419,583,419,592
323,594,16,590,18,577,326,582
19,574,19,565,181,565,181,574
305,494,305,482,380,482,380,494
80,487,80,468,165,468,165,487
56,285,56,276,98,276,98,285
56,268,56,258,115,258,115,268
55,251,52,238,382,235,384,247
36,232,36,223,168,223,168,232
145,209,143,196,282,195,284,205
31,170,28,160,128,157,130,167
190,167,190,158,267,158,267,167
33,135,31,125,149,122,151,131
274,105,274,96,372,96,372,105
33,102,31,93,236,89,238,97
257,78,257,70,297,70,297,78
32,70,32,62,106,62,106,70
21,45,21,37,138,37,138,45
249,44,182,41,184,32,251,35
114,30,112,15,312,12,314,27
