66,2466,66,2436,123,2436,123,2466
126,2466,124,2431,1316,2418,1318,2454
1451,2452,1449,2420,1701,2417,1703,2447
66,2394,64,2361,716,2352,718,2387
1432,1992,1429,1981,1437,1979,1440,1990
309,2039,307,1948,672,1945,674,2036
1144,2245,1131,1777,1604,1767,1617,2236
1272,2063,1272,2048,1297,2048,1297,2063
871,1344,712,1322,725,1257,880,1280
911,1280,884,1253,905,1232,932,1259
700,1281,650,1255,677,1204,726,1228
687,1207,687,1198,695,1198,695,1207
745,1228,737,1190,786,1180,794,1220
926,1204,926,1184,958,1184,958,1204
646,1210,637,1163,706,1151,715,1197
719,1180,703,1172,711,1158,726,1165
371,1191,202,1187,205,1152,374,1155
750,1164,737,1160,743,1137,756,1140
875,1165,850,1158,861,1116,887,1123
206,1117,204,1080,446,1076,448,1112
201,1050,199,1002,1570,982,1572,1030
116,967,114,931,550,925,552,961
585,869,583,819,1165,813,1167,863
104,700,102,664,544,656,546,691
946,685,946,659,1092,659,1092,685
771,691,771,658,890,658,890,691
99,550,97,514,489,508,491,543
1132,427,1130,396,1526,391,1528,421
98,411,96,376,630,369,632,405
1054,314,1054,278,1217,278,1217,314
97,278,97,246,245,246,245,278
306,272,303,242,405,240,408,269
51,172,48,139,532,133,534,166
763,166,761,133,1015,128,1017,161
803,126,803,116,821,116,821,126
926,133,926,104,971,104,971,133
1288,108,1288,79,1326,79,1326,108
1696,204,425,147,432,-4,1704,50
