166,723,166,713,187,713,187,723
123,748,8,703,24,653,139,698
1081,762,1056,695,1211,634,1236,701
1060,676,1056,665,1087,648,1091,657
812,528,810,503,1067,497,1069,522
152,423,150,388,846,376,848,413
13,423,13,340,54,340,54,423
66,349,57,341,62,337,69,344
103,353,103,332,216,332,216,353
1216,400,1185,398,1189,318,1220,320
101,301,99,279,1071,264,1073,289
140,252,138,226,1072,213,1074,238
514,172,512,135,675,131,677,168
130,146,127,96,240,90,243,140
24,109,11,30,188,1,200,80
1212,78,1009,23,1023,-25,1224,23
